iter	Logloss
443	0.2690213046
444	0.2689671153
445	0.2688544836
446	0.2687765631
447	0.2687052807
448	0.2686633851
449	0.2686017583
450	0.2685266983
451	0.2684042493
452	0.2683523066
453	0.2682644261
454	0.2681956191
455	0.2681298108
456	0.2680651022
457	0.267953584
458	0.267881317
459	0.2677467753
460	0.2676495456
461	0.2675929054
462	0.2674711544
463	0.2673879629
464	0.2673179736
465	0.2672641689
466	0.2672058845
467	0.2671273663
468	0.2670811275
469	0.2669497379
470	0.2668570227
471	0.2668132266
472	0.2666892193
473	0.266598437
474	0.266532128
475	0.266495719
476	0.2664293852
477	0.2663635929
478	0.2662934803
479	0.2661718555
480	0.2660989228
481	0.2659855398
482	0.265927474
483	0.2658918133
484	0.265836601
485	0.2658030086
486	0.2656617066
487	0.2655603787
488	0.2655007524
489	0.2654250008
490	0.2653926704
491	0.2653033887
492	0.2651991107
493	0.2651282305
494	0.2650824125
495	0.2650414646
496	0.2649916248
497	0.2649323458
498	0.2649028687
499	0.2648133341
500	0.2646498927
501	0.2645768997
502	0.264432224
503	0.2643993207
504	0.2643745288
505	0.2643330142
506	0.2642734883
507	0.2642087982
508	0.2641906264
509	0.2640799758
510	0.2640517924
511	0.2640169938
512	0.2639548261
513	0.263878055
514	0.2638185665
515	0.2637617244
516	0.2637166767
517	0.2636013695
518	0.2635646036
519	0.2635061273
520	0.2634297366
521	0.2633055025
522	0.2631868778
523	0.2631329572
524	0.2630029681
525	0.2629625537
526	0.262879662
527	0.2628525799
528	0.2627674437
529	0.2626813892
530	0.2625880584
531	0.2625218024
532	0.2624480157
533	0.2623963837
534	0.2623052234
535	0.2622630032
536	0.2622104727
537	0.2621485975
538	0.2621081774
539	0.2620588316
540	0.2620007717
541	0.2619494519
542	0.2618660087
543	0.2617626685
544	0.2617203682
545	0.261656465
546	0.2616164352
547	0.2615549099
548	0.2614655737
549	0.2613661531
550	0.261279214
551	0.2612562794
552	0.2612181762
553	0.261087323
554	0.2610339843
555	0.2610151534
556	0.2609634929
557	0.2609022898
558	0.2608667557
559	0.2608183226
560	0.2607474389
561	0.2606871392
562	0.2606257595
563	0.2605870547
564	0.2605657835
565	0.2605081511
566	0.2604578068
567	0.260426136
568	0.2603562727
569	0.260339557
570	0.2603084136
571	0.2602589178
572	0.260213237
573	0.2601516107
574	0.2601123119
575	0.2600550412
576	0.2599121011
577	0.2598456639
578	0.2597570138
579	0.2597244844
580	0.259672772
581	0.2596237786
582	0.259580248
583	0.2595018994
584	0.2593761945
585	0.2593487755
586	0.2592823147
587	0.2592206974
588	0.2590937778
589	0.2590449733
590	0.2589223807
591	0.2588724528
592	0.2588021637
593	0.2587631797
594	0.2587250282
595	0.2586969588
596	0.2586566523
597	0.2586318548
598	0.2586040797
599	0.2585786579
600	0.2584885711
601	0.2584363336
602	0.2583954481
603	0.258330306
604	0.2582543962
605	0.2582085849
606	0.2581866652
607	0.2581547568
608	0.2581242975
609	0.2581012617
610	0.2580588879
611	0.2579936792
612	0.257901231
613	0.2578569119
614	0.2577952624
615	0.2577335883
616	0.2576721066
617	0.2576180195
618	0.2575790863
619	0.2574360026
620	0.2574011235
621	0.2573470192
622	0.2573150457
623	0.2572711863
624	0.2572320318
625	0.2571855236
626	0.257155855
627	0.2571335176
628	0.2571122957
629	0.2570775629
630	0.2570617958
631	0.257030897
632	0.2570008928
633	0.2569681464
634	0.256902028
635	0.2568541606
636	0.2568240649
637	0.2567804776
638	0.256735638
639	0.2567028341
640	0.2566831852
641	0.256658498
642	0.25663484
643	0.2566136777
644	0.2564985072
645	0.2564373265
646	0.2564012764
647	0.256363142
648	0.2563371558
649	0.2563044046
650	0.2562883495
651	0.2562678247
652	0.2562337023
653	0.2561983895
654	0.2561795789
655	0.256140481
656	0.2560834576
657	0.2560609351
658	0.256047801
659	0.2560282135
660	0.2560004914
661	0.2559815068
662	0.2559311285
663	0.2559058219
664	0.2558145424
665	0.2557542316
666	0.2556695415
667	0.2556540133
668	0.2556138787
669	0.2555909548
670	0.2555729155
671	0.255475581
672	0.2554443953
673	0.2554317746
674	0.2553892629
675	0.2553751909
676	0.2553636297
677	0.2553359236
678	0.255312484
679	0.2552505941
680	0.2551615309
681	0.2551362619
682	0.2550970026
683	0.2550804579
684	0.2550628797
685	0.2550265975
686	0.255014318
687	0.2549665852
688	0.2549217539
689	0.2548932445
690	0.2548420023
691	0.2547931021
692	0.2547354584
693	0.2547021664
694	0.2546272454
695	0.2545862456
696	0.2545402186
697	0.254520673
698	0.2544896209
699	0.2544731243
700	0.2543927241
701	0.2543583235
702	0.2543323874
703	0.2542997247
704	0.2542714275
705	0.2542146909
706	0.2541720968
707	0.2541483097
708	0.2541374321
709	0.2541151396
710	0.254087188
711	0.254034531
712	0.2540029651
713	0.2539423031
714	0.253924439
715	0.2538986425
716	0.2538832134
717	0.2538645555
718	0.2538280746
719	0.2537606003
720	0.2536907938
721	0.2536222723
722	0.2536073061
723	0.2535682924
724	0.253548441
725	0.2535368925
726	0.2535121778
727	0.2534958666
728	0.2534823869
729	0.253447445
730	0.2534334653
731	0.2534025645
732	0.2533949066
733	0.253370876
734	0.2533338721
735	0.2532983649
736	0.2532873589
737	0.2532688033
738	0.253232576
739	0.25321635
740	0.2531704025
741	0.2531527361
742	0.2531341225
743	0.2531057341
744	0.2530733871
745	0.2530409492
746	0.2529881866
747	0.2529682187
748	0.2529494216
749	0.2529350086
750	0.2529266918
751	0.2529001465
752	0.2528790721
753	0.2528386777
754	0.2528279907
755	0.2528081197
756	0.2527859762
757	0.2527505993
758	0.2527168092
759	0.2526905037
760	0.2526318348
761	0.2526110036
762	0.2525997307
763	0.2525771849
764	0.2525687058
765	0.2525360052
766	0.2525048329
767	0.2524684479
768	0.2524531548
769	0.2524333034
770	0.2524128065
771	0.252392403
772	0.2523830138
773	0.252350486
774	0.2522936151
775	0.2522628153
776	0.2522472829
777	0.2522360068
778	0.2522060857
779	0.2521811347
780	0.2521491602
781	0.2521214496
782	0.252082422
783	0.2520550407
784	0.2520411093
785	0.2520181549
786	0.2519967851
787	0.2519670307
788	0.2519548459
789	0.2519229627
790	0.2518878541
791	0.2518659244
792	0.2518519485
793	0.2518449467
794	0.2518162942
795	0.2517830267
796	0.2517288517
797	0.2516991484
798	0.2516868715
799	0.2516542136
800	0.2516349911
801	0.2516224461
802	0.2515946392
803	0.2515494374
804	0.2515222585
805	0.2514990426
806	0.2514646561
807	0.2514423466
808	0.2514235853
809	0.2513984779
810	0.2513899453
811	0.2513694676
812	0.2513537407
813	0.2513395503
814	0.2513186288
815	0.2512918184
816	0.2512712163
817	0.2512589116
818	0.2512310125
819	0.2512062376
820	0.2511929457
821	0.2511627834
822	0.2511488825
823	0.2511430336
824	0.2511031845
825	0.2510875705
826	0.2510386501
827	0.2510304004
828	0.2510124025
829	0.2509814937
830	0.2509724968
831	0.2509349205
832	0.2509168707
833	0.2509045612
834	0.25089401
835	0.2508854936
836	0.2508742176
837	0.2508648932
838	0.2508586177
839	0.2508383204
840	0.2508251355
841	0.2507893651
842	0.250777207
843	0.2507460437
844	0.2507319039
845	0.25070838
846	0.2507031677
847	0.25068796
848	0.2506693704
849	0.2506467365
850	0.2506244162
851	0.2505821378
852	0.2505687819
853	0.2505342842
854	0.2505080755
855	0.2504648466
856	0.2504338665
857	0.2504258776
858	0.2504160717
859	0.2503775686
860	0.2503533591
861	0.2503485646
862	0.2503280187
863	0.250320752
864	0.2502989579
865	0.2502925854
866	0.2502631819
867	0.2502584006
868	0.2502465395
869	0.2502387363
870	0.2502282302
871	0.2502115301
872	0.2501658383
873	0.2501604705
874	0.2501406878
875	0.2501335769
876	0.2501169173
877	0.2500597871
878	0.2500226759
879	0.250003967
880	0.2499928923
881	0.2499779585
882	0.249954557
883	0.2499442628
884	0.2499308449
885	0.2498880984
886	0.2498756827
887	0.2498567801
888	0.2498281165
889	0.2498084011
890	0.249793629
891	0.2497741593
892	0.2497532449
893	0.2497487896
894	0.2497294737
895	0.2497089144
896	0.2497037115
897	0.2496787461
898	0.2496588113
899	0.2496272102
900	0.2496211129
901	0.2495944713
902	0.2495531253
903	0.249546912
904	0.2495239804
905	0.2494992799
906	0.2494783007
907	0.2494628273
908	0.2494541336
909	0.2494432864
910	0.2493943861
911	0.2493773649
912	0.2493667303
913	0.2493511198
914	0.2493309161
915	0.2492846073
916	0.2492536914
917	0.2492101021
918	0.2491945644
919	0.2491730608
920	0.2491669505
921	0.2491580109
922	0.2491401672
923	0.2491258229
924	0.249121354
925	0.2490889626
926	0.249076922
927	0.2490486002
928	0.2490171766
929	0.249010694
930	0.2489954218
931	0.2489828645
932	0.2489603004
933	0.24893876
934	0.2489235103
935	0.2489186747
936	0.2489095372
937	0.2488836
938	0.2488648956
939	0.2488565253
940	0.2488430959
941	0.2488222383
942	0.2488163598
943	0.2488037855
944	0.2487956248
945	0.2487867403
946	0.2487743978
947	0.2487645638
948	0.2487470956
949	0.2487275698
950	0.2487166044
951	0.2487067843
952	0.2487010983
953	0.2486916781
954	0.2486836419
955	0.2486731563
956	0.2486395463
957	0.248632985
958	0.2486207662
959	0.2485827546
960	0.2485602097
961	0.2485522341
962	0.2485331682
963	0.2485281167
964	0.2485151448
965	0.2484945065
966	0.2484773467
967	0.2484703406
968	0.2484483699
969	0.2484283116
970	0.2484016576
971	0.2483802667
972	0.2483587955
973	0.2483460803
974	0.2483310642
975	0.2483189494
976	0.2483083982
977	0.2482963969
978	0.2482914087
979	0.2482751526
980	0.2482589902
981	0.2482449129
982	0.2482276763
983	0.2482238484
984	0.2482098492
985	0.2482004305
986	0.2481868139
987	0.2481781147
988	0.2481639382
989	0.2481548948
990	0.248135848
991	0.2481265398
992	0.2481157934
993	0.2481107487
994	0.2480948065
995	0.2480753157
996	0.2480655611
997	0.2480578636
998	0.2480533517
999	0.2480402715
	0.2404483656
